GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|SCHENROLL|SCHENROLL_F|SCHEXPCS_PP|SCHEXPCS_PP_F|SCHEXPCSFSW_PP|SCHEXPCSFSW_PP_F|SCHEXPCSFEB_PP|SCHEXPCSFEB_PP_F|SCHEXPCSIT_PP|SCHEXPCSIT_PP_F|SCHEXPCSISW_PP|SCHEXPCSISW_PP_F|SCHEXPCSIEB_PP|SCHEXPCSIEB_PP_F|SCHEXPCSST_PP|SCHEXPCSST_PP_F|SCHEXPCSSPS_PP|SCHEXPCSSPS_PP_F|SCHEXPCSSIS_PP|SCHEXPCSSIS_PP_F|SCHEXPCSSGA_PP|SCHEXPCSSGA_PP_F|SCHEXPCSSSA_PP|SCHEXPCSSSA_PP_F
37|38|9700000US3805460|Dunseith Public School District 1, North Dakota||2013|430||15798||8870||3581||9523||5849||2542||4821||698||193||384||647|
37|38|9700000US3805850|Edgeley Public School District 3, North Dakota||2013|217||13659||6908||2226||6576||4631||1461||5571||0||631||1101||539|
37|38|9700000US3805950|Edmore Public School District 2, North Dakota||2013|54||24981||11444||2648||9630||6611||1389||12611||315||796||2167||926|
37|38|9700000US3806010|Eightmile Public School District 6, North Dakota||2013|191||12010||6492||2361||6513||4387||1670||4162||257||366||1099||545|
37|38|9700000US3806090|Ellendale Public School District 40, North Dakota||2013|324||11568||6892||2086||6676||4664||1426||3744||102||460||639||568|
37|38|9700000US3806210|Belfield Public School District 13, North Dakota||2013|227||12154||6304||1912||6956||4700||1396||3824||185||22||815||634|
37|38|9700000US3806690|Fairmount Public School District 18, North Dakota||2013|112||14920||8911||3286||9795||6696||2429||3830||0||188||1188||813|
37|38|9700000US3806780|Fargo Public School District 1, North Dakota||2013|11007||11907||7581||2391||7554||5305||1743||3473||484||380||248||777|
37|38|9700000US3806910|Finley-Sharon Public School District 19, North Dakota||2013|128||16258||8875||3531||9328||5820||2539||5250||0||289||1352||1305|
37|38|9700000US3806930|Flasher Public School District 39, North Dakota||2013|198||11687||6505||1924||5652||3894||1237||4712||343||253||505||631|
37|38|9700000US3807170|Fort Totten Public School District 30, North Dakota||2013|151||22510||13748||5040||14146||9172||3503||7974||914||464||1695||1238|
37|38|9700000US3807200|Fort Yates Public School District 4, North Dakota||2013|178||22022||10815||3697||13494||7022||2601||6972||410||1000||1691||1034|
37|38|9700000US3807590|Garrison Public School District 51, North Dakota||2013|378||11698||6444||2487||6333||4257||1741||4354||146||270||981||545|
37|38|9700000US3807830|Glen Ullin Public School District 48, North Dakota||2013|154||15695||9058||2636||8597||5812||1675||5448||273||0||1539||734|
37|38|9700000US3807850|Glenburn Public School District 26, North Dakota||2013|270||12037||7011||2585||6844||4685||1789||4078||0||393||581||589|
37|38|9700000US3807950|Goodrich Public School District 16, North Dakota||2013|28||23429||14429||5071||12321||8143||3643||9357||36||0||4321||679|
37|38|9700000US3808060|Grafton Public School District 3, North Dakota||2013|904||9483||5638||1633||5579||4014||1105||3006||346||226||467||437|
37|38|9700000US3808130|Grand Forks Public School District 1, North Dakota||2013|7151||11856||8083||2095||6880||5054||1309||4411||1012||795||222||581|
37|38|9700000US3808460|Grenora Public School District 99, North Dakota||2013|138||15906||8681||1920||8493||5913||1522||5746||304||152||1072||746|
37|38|9700000US3808610|Halliday Public School District 19, North Dakota||2013|47||21255||13532||2872||13447||8362||1894||6574||106||0||2979||596|
37|38|9700000US3808710|Hankinson Public School District 8, North Dakota||2013|281||11940||6829||1822||6943||4783||1331||3947||0||285||861||701|
37|38|9700000US3808890|Harvey Public School District 38, North Dakota||2013|407||10860||6216||2455||6612||4334||1826||3310||246||265||644||312|
37|38|9700000US3809000|Hatton Public School District 7, North Dakota||2013|171||14175||7620||2614||8462||5129||1883||4386||158||257||988||614|
37|38|9700000US3809130|Hazelton-Moffit-Braddock Public School District 6, North Dakota||2013|89||19191||10539||3157||10348||7022||2382||6775||348||180||1775||843|
37|38|9700000US3809180|Hebron Public School District 13, North Dakota||2013|193||12420||7202||1788||7114||4813||1326||4098||0||285||834||808|
37|38|9700000US3809410|Hettinger Public School District 13, North Dakota||2013|286||12531||6469||2622||6923||4668||1958||4304||196||367||874||738|
37|38|9700000US3809570|Hillsboro Public School District 9, North Dakota||2013|432||10484||6757||1225||5935||4704||866||3530||160||255||495||602|
37|38|9700000US3809710|Hope Public School District 10, North Dakota||2013|93||17054||7806||2968||7215||4430||1624||8290||0||806||1656||1140|
37|38|9700000US3810180|Kenmare Public School District 28, North Dakota||2013|304||14016||7461||2207||7306||4974||1592||5125||214||30||724||875|
37|38|9700000US3810260|Kensal Public School District 19, North Dakota||2013|34||23353||14118||4029||12618||8882||2706||8618||0||0||2676||735|
37|38|9700000US3810270|Killdeer Public School District 16, North Dakota||2013|395||13185||7124||2734||7701||4911||1939||4349||0||278||808||613|
37|38|9700000US3810500|Kulm Public School District 7, North Dakota||2013|131||14878||9588||1611||7733||6107||1046||5947||0||908||1183||672|
37|38|9700000US3810600|Lakota Public School District 66, North Dakota||2013|195||12795||7092||2308||6744||4790||1487||4815||359||323||615||903|
37|38|9700000US3810740|LaMoure Public School District 8, North Dakota||2013|315||11200||5997||1775||5257||3613||1108||4476||368||400||721||692|
37|38|9700000US3810810|Langdon-Milton-Osnabrock School District 23, North Dakota||2013|347||13086||7464||2248||7009||5098||1513||4571||369||363||622||559|
37|38|9700000US3810860|Larimore Public School District 44, North Dakota||2013|417||10695||6588||1528||5683||4317||1007||3763||254||588||271||549|
37|38|9700000US3810980|Leeds Public School District 6, North Dakota||2013|153||13634||7993||2444||8503||5935||2013||3614||0||46||784||667|
37|38|9700000US3811140|Lidgerwood Public School District 28, North Dakota||2013|177||12893||7418||2695||6966||4633||1836||4904||0||1136||994||667|
37|38|9700000US3811430|Lisbon Public School District 19, North Dakota||2013|613||9971||5775||1953||5923||4070||1442||3157||176||362||439||512|
37|38|9700000US3811700|Maddock Public School District 9, North Dakota||2013|157||14433||7465||2904||8025||4917||2032||4943||0||248||955||771|
37|38|9700000US3811820|Mandan Public School District 1, North Dakota||2013|3373||10422||6553||2199||6303||4670||1346||3418||345||532||296||537|
37|38|9700000US3811850|Mandaree Public School District 36, North Dakota||2013|212||22679||10410||3726||13557||6528||2401||8599||2042||0||1892||189|
37|38|9700000US3812020|Maple Valley Public School District 4, North Dakota||2013|236||17017||7720||2403||7631||5352||1864||8030||127||68||331||619|
37|38|9700000US3812350|Max Public School District 50, North Dakota||2013|213||11291||6620||1789||6066||4221||1225||4117||131||385||897||352|
37|38|9700000US3812430|McClusky Public School District 19, North Dakota||2013|81||17531||10123||3728||10309||7148||2531||5914||0||0||1346||1136|
37|38|9700000US3812540|McKenzie County Public School District 1, North Dakota||2013|862||10361||5679||2051||5723||3899||1539||3876||174||271||381||507|
37|38|9700000US3812660|Medina Public School District 3, North Dakota||2013|162||12642||6747||1975||6920||5093||1475||4327||0||309||2099||0|
37|38|9700000US3812920|Midway Public School District 128, North Dakota||2013|211||14649||8986||2398||7616||5720||1479||5730||483||474||858||806|
37|38|9700000US3812930|Milnor Public School District 2, North Dakota||2013|214||13762||7449||3093||7967||5065||2098||4444||0||687||1150||804|
37|38|9700000US3812990|Minnewaukan Public School District 5, North Dakota||2013|279||15384||8763||3287||9774||6219||2523||4627||0||0||1254||505|
37|38|9700000US3813030|Minot Public School District 1, North Dakota||2013|7294||10333||6946||2120||6978||5063||1562||2671||307||244||346||592|
37|38|9700000US3813050|Minto Public School District 20, North Dakota||2013|233||9824||5815||1918||5996||4112||1352||3039||0||627||571||528|
37|38|9700000US3813200|Wilton Public School District 1, North Dakota||2013|206||12311||6612||2005||5820||4121||1291||5311||966||107||1097||437|
37|38|9700000US3813230|Montpelier Public School District 14, North Dakota||2013|109||12826||8248||1936||6872||5092||1321||4844||0||330||789||1000|
37|38|9700000US3813400|Mount Pleasant Public School District 4, North Dakota||2013|238||12689||6651||2618||6887||4576||1866||4450||252||282||689||739|
37|38|9700000US3813440|Munich Public School District 19, North Dakota||2013|89||19236||11438||2775||11022||8112||2135||6258||0||337||1315||978|
37|38|9700000US3813510|Napoleon Public School District 2, North Dakota||2013|270||10648||5567||1715||6459||4263||1285||3130||93||226||396||533|
37|38|9700000US3813710|Nesson Public School District 2, North Dakota||2013|277||12054||6108||1686||6014||3823||1166||4769||213||0||827||516|
37|38|9700000US3813920|New Town Public School District 1, North Dakota||2013|753||11417||6602||2102||6467||4312||1356||4246||635||382||329||652|
37|38|9700000US3814290|North Sargent Public School District 3, North Dakota||2013|222||11505||6482||2329||6721||4293||1595||3847||0||514||1122||878|
37|38|9700000US3814340|Northwood Public School District 129, North Dakota||2013|250||12528||5740||2596||6128||3856||1844||4224||268||172||604||652|
37|38|9700000US3814500|Oakes Public School District 41, North Dakota||2013|508||8677||4921||1289||3860||2740||819||3602||287||329||488||488|
37|38|9700000US3814730|Page Public School District 80, North Dakota||2013|88||16466||8693||3045||8545||5375||2068||6545||0||818||1682||580|
37|38|9700000US3814880|Park River Public School District 78, North Dakota||2013|413||10165||5838||1625||5223||3901||1046||3603||278||155||499||511|
37|38|9700000US3814940|Parshall Public School District 3, North Dakota||2013|270||13948||7652||2100||8219||5219||1522||4622||389||41||1244||685|
37|38|9700000US3815150|Pingree-Buchanan Public School District 10, North Dakota||2013|155||12548||6361||1994||6942||4723||1477||4723||0||0||774||123|
37|38|9700000US3816050|Rolette Public School District 29, North Dakota||2013|166||13801||6837||2681||7349||5108||1910||4928||157||133||1000||1006|
37|38|9700000US3816090|Roosevelt Public School District 18, North Dakota||2013|109||12101||5578||2147||4991||3321||1385||6028||202||248||844||761|
37|38|9700000US3816130|Rugby Public School District 5, North Dakota||2013|543||11823||6481||2273||6274||4267||1656||4381||656||416||759||495|
37|38|9700000US3816430|Sargent Central Public School District 6, North Dakota||2013|211||14763||8460||2142||8100||5763||1455||4720||0||341||995||839|
37|38|9700000US3816470|Sawyer Public School District 16, North Dakota||2013|131||12924||7962||2053||7542||5473||1534||3939||244||260||809||374|
37|38|9700000US3816510|Selfridge Public School District 8, North Dakota||2013|78||19949||11782||4115||12769||8474||2872||5628||474||141||2179||128|
37|38|9700000US3816980|Solen Public School District 3, North Dakota||2013|169||25189||11805||4320||14929||8485||3462||8982||396||302||1905||1160|
37|38|9700000US3817040|Velva Public School District 1, North Dakota||2013|393||11723||6542||2483||7547||4885||1891||3089||181||204||422||667|
37|38|9700000US3817130|South Heart Public School District 9, North Dakota||2013|250||12996||5960||1968||6788||4504||1560||5124||164||24||688||544|
37|38|9700000US3817460|St. John Public School District 3, North Dakota||2013|382||12874||6958||2751||7723||4940||2010||4073||68||246||780||484|
37|38|9700000US3817520|St. Thomas Public School District 43, North Dakota||2013|85||16129||10212||3635||9259||7165||1741||5282||0||0||1600||1953|
37|38|9700000US3817570|Stanley Public School District 2, North Dakota||2013|602||12276||6583||1653||6188||4551||1186||5141||241||174||729||550|
37|38|9700000US3817670|Starkweather Public School District 44, North Dakota||2013|67||19090||11418||3284||9731||7104||2134||8030||1284||284||1642||821|
37|38|9700000US3817910|Surrey Public School District 41, North Dakota||2013|401||9833||5885||2142||6005||4147||1628||3032||175||232||743||414|
37|38|9700000US3818280|Thompson Public School District 61, North Dakota||2013|431||8761||5510||1244||5086||3838||868||2726||227||118||536||529|
37|38|9700000US3818500|Turtle Lake-Mercer Public School District 72, North Dakota||2013|179||13939||7441||2307||7257||4816||1486||5358||285||318||1425||480|
37|38|9700000US3818660|Underwood Public School District 8, North Dakota||2013|239||11845||6423||2414||6644||4490||1686||4134||238||163||531||808|
37|38|9700000US3818730|United Public School District 7, North Dakota||2013|580||10326||5712||2214||6307||4138||1664||2803||0||136||405||450|
37|38|9700000US3818850|Valley City Public School District 2, North Dakota||2013|1115||10427||6152||2534||6577||4383||1874||2892||346||400||313||478|
37|38|9700000US3819020|Wahpeton Public School District 37, North Dakota||2013|1236||10125||6101||2633||6624||4373||1960||2866||307||209||330||546|
37|38|9700000US3819260|Warwick Public School District 29, North Dakota||2013|290||14286||8172||3055||8807||6045||2331||4734||383||321||600||683|
37|38|9700000US3819290|Washburn Public School District 4, North Dakota||2013|291||10945||6093||1801||5952||3976||1196||3759||196||168||612||622|
37|38|9700000US3819410|West Fargo Public School District 6, North Dakota||2013|8060||9936||5845||2538||6005||3907||1771||3100||433||760||120||509|
37|38|9700000US3819470|West Hope Public School District 17, North Dakota||2013|134||14724||7381||2694||7754||4963||1978||5164||299||157||881||410|
37|38|9700000US3819680|White Shield Public School District 85, North Dakota||2013|121||12545||5347||2190||8322||3769||1587||2347||0||0||1686||562|
37|38|9700000US3819880|Williston Public School District 1, North Dakota||2013|2844||9667||5727||1974||6051||4105||1431||2870||404||109||368||595|
37|38|9700000US3820130|Wing Public School District 28, North Dakota||2013|109||13156||7229||2523||8009||5248||2110||4101||0||0||1193||92|
37|38|9700000US3820190|Wishek Public School District 19, North Dakota||2013|216||11639||6139||1847||6222||4065||1333||4380||213||477||588||500|
37|38|9700000US3820230|Wolford Public School District 1, North Dakota||2013|42||21476||13286||2595||12095||9024||1881||8524||619||286||2381||476|
37|38|9700000US3820310|Wyndmere Public School District 42, North Dakota||2013|215||13428||8502||2284||6530||4870||1330||5488||0||1158||674||940|
37|38|9700000US3820400|Zeeland Public School District 4, North Dakota||2013|53||17811||10377||2698||6396||4774||1208||10491||0||0||2321||3868|
37|39|9700000US3900094|Monroe Local School District, Ohio||2013|2410||7449||3854||1408||4141||2953||1020||2956||376||393||171||421|
37|39|9700000US3900537|Manchester Local School District (Adams County), Ohio||2013|855||11256||6275||2629||6557||4327||1646||4143||304||639||276||512|
37|39|9700000US3904348|Akron City School District, Ohio||2013|22394||12984||7839||3368||7250||4821||1958||5268||910||873||184||741|
37|39|9700000US3904349|Alliance City School District, Ohio||2013|3039||9810||6238||2270||6182||4280||1499||3203||479||301||222||516|
37|39|9700000US3904350|Ashland City School District, Ohio||2013|3241||9485||5541||2628||5893||4049||1749||3152||492||368||189||569|
37|39|9700000US3904351|Ashtabula Area City School District, Ohio||2013|3862||9030||4960||2379||4901||3220||1411||3718||541||653||239||441|
37|39|9700000US3904352|Athens City School District, Ohio||2013|2718||11848||6987||3015||7417||4842||1776||4160||507||759||153||537|
37|39|9700000US3904353|Barberton City School District, Ohio||2013|4148||9134||5457||2234||5663||3960||1550||2983||568||402||186||546|
37|39|9700000US3904354|Bay Village City School District, Ohio||2013|2541||11200||7414||2456||6455||4759||1437||4434||1139||309||164||751|
37|39|9700000US3904355|Beachwood City School District, Ohio||2013|1579||18814||11664||3865||10277||7440||2270||8215||1163||803||946||901|
37|39|9700000US3904357|Bellaire Local School District, Ohio||2013|1196||9832||5308||2719||4630||3080||1250||4753||1097||557||336||503|
37|39|9700000US3904358|Bellefontaine City School District, Ohio||2013|2534||9522||5933||2228||5782||3996||1444||3316||493||515||194||536|
37|39|9700000US3904359|Bellevue City School District, Ohio||2013|2042||9020||5635||1938||5302||3695||1143||3368||578||374||191||546|
37|39|9700000US3904360|Berea City School District, Ohio||2013|7066||12221||7021||3838||7001||4394||2454||4937||798||953||112||583|
37|39|9700000US3904361|Belpre City School District, Ohio||2013|972||9820||5725||2427||5588||3766||1476||3791||668||401||535||387|
37|39|9700000US3904362|Bexley City School District, Ohio||2013|2130||14446||8921||3306||9134||6195||2072||5044||722||935||262||642|
37|39|9700000US3904363|Bowling Green City School District, Ohio||2013|3001||10149||6303||2309||6053||4272||1411||3758||536||503||354||592|
37|39|9700000US3904364|Brecksville-Broadview Heights City School District, Ohio||2013|4160||11472||7508||2328||7235||5125||1496||3859||671||421||174||531|
37|39|9700000US3904365|Brooklyn City School District, Ohio||2013|1452||10210||6446||2104||6331||4592||1411||3576||989||146||300||666|
37|39|9700000US3904366|Brunswick City School District, Ohio||2013|7334||9212||5862||2205||5437||3761||1331||3487||790||407||164||561|
37|39|9700000US3904367|Bryan City School District, Ohio||2013|1926||10408||6609||2259||6394||4439||1404||3599||559||800||274||531|
37|39|9700000US3904368|Bucyrus City School District, Ohio||2013|1480||9414||5492||2403||4923||3691||1396||3912||584||753||301||728|
37|39|9700000US3904369|Cambridge City School District, Ohio||2013|2159||9928||5598||2656||5788||3792||1592||3699||698||375||199||519|
37|39|9700000US3904370|Campbell City School District, Ohio||2013|1201||11011||6982||2238||6825||4624||1664||3679||279||459||159||645|
37|39|9700000US3904371|Canton City School District, Ohio||2013|9612||10275||7110||2593||5673||4561||1537||4160||665||661||238||672|
37|39|9700000US3904373|Centerville City School District, Ohio||2013|8357||10879||6762||3021||6638||4567||1729||3924||578||922||190||448|
37|39|9700000US3904374|Chillicothe City School District, Ohio||2013|2894||8643||5216||2147||5099||3446||1295||3081||578||368||213||485|
37|39|9700000US3904375|Cincinnati City School District, Ohio||2013|31615||12361||6633||2487||5828||3909||1523||6079||663||1204||431||560|
37|39|9700000US3904376|Circleville City School District, Ohio||2013|2148||10630||6594||2397||6283||4515||1435||3870||452||1155||390||574|
37|39|9700000US3904377|Claymont City School District, Ohio||2013|2113||8818||5340||2201||5545||3819||1318||2930||447||450||195||464|
37|39|9700000US3904378|Cleveland Municipal School District, Ohio||2013|39813||13980||8576||3443||7847||5373||2066||5567||889||1169||196||660|
37|39|9700000US3904379|Cleveland Heights-University Heights City School District, Ohio||2013|5845||17620||11222||4384||9607||7098||2503||7572||1624||1245||305||807|
37|39|9700000US3904380|Columbus City School District, Ohio||2013|50384||13794||8614||3499||7052||4925||1785||6209||1103||1412||161||782|
37|39|9700000US3904381|Conneaut Area City School District, Ohio||2013|1786||9706||5672||2653||5333||3814||1527||3989||633||742||265||709|
37|39|9700000US3904382|Coshocton City School District, Ohio||2013|1607||10050||6200||2333||6210||4495||1555||3364||443||465||235||627|
37|39|9700000US3904383|Cuyahoga Falls City School District, Ohio||2013|4951||8915||5607||2199||5368||3872||1454||3210||846||236||174||400|
37|39|9700000US3904384|Dayton City School District, Ohio||2013|14357||10267||7396||3227||3216||4242||1590||6463||743||1262||284||591|
37|39|9700000US3904385|Deer Park Community City School District, Ohio||2013|1250||10914||6378||2206||5926||4069||1292||4599||634||870||374||574|
37|39|9700000US3904386|Defiance City School District, Ohio||2013|2506||8352||5356||1845||4788||3489||1109||3156||475||516||276||361|
37|39|9700000US3904387|Delaware City School District, Ohio||2013|5326||9012||5360||1987||5469||3650||1223||3175||487||515||109||481|
37|39|9700000US3904388|Delphos City School District, Ohio||2013|1104||7657||4861||1707||4676||3217||1060||2584||443||115||313||590|
37|39|9700000US3904389|Dover City School District, Ohio||2013|2735||8355||5055||1968||5348||3557||1278||2719||407||405||255||445|
37|39|9700000US3904390|East Cleveland City School District, Ohio||2013|2780||16872||10244||3794||7784||6151||2266||8545||1314||1429||349||1292|
37|39|9700000US3904391|East Liverpool City School District, Ohio||2013|2268||10967||6176||3009||6299||4208||1820||4178||541||728||365||415|
37|39|9700000US3904392|East Palestine City School District, Ohio||2013|1185||7974||4392||1879||4614||3039||1180||2928||479||179||216||448|
37|39|9700000US3904393|Eaton Community City School District, Ohio||2013|2140||8732||5062||1855||4959||3287||1114||3390||524||339||205||548|
37|39|9700000US3904394|Elyria City School District, Ohio||2013|6547||9572||6517||2169||5032||4382||1316||4012||650||608||159||575|
37|39|9700000US3904395|Euclid City School District, Ohio||2013|5448||12683||7839||3035||6778||4704||1664||5519||814||994||185||752|
37|39|9700000US3904396|Fairborn City School District, Ohio||2013|4273||8837||5873||2442||4859||3855||1485||3574||613||487||159||572|
37|39|9700000US3904397|Fairview Park City School District, Ohio||2013|1815||10304||6684||2263||6404||4613||1474||3677||770||296||239||577|
37|39|9700000US3904399|Fostoria City School District, Ohio||2013|1836||11175||6278||2780||5902||3796||1481||4749||586||1072||210||760|
37|39|9700000US3904400|Franklin City School District, Ohio||2013|2907||9664||6067||2227||5953||4158||1377||3349||502||523||179||563|
37|39|9700000US3904401|Fremont City School District, Ohio||2013|4121||9165||5644||1909||5425||3623||1123||3360||585||503||191||587|
37|39|9700000US3904402|Galion City School District, Ohio||2013|1841||8832||5123||2085||5218||3525||1323||3104||452||430||201||554|
37|39|9700000US3904403|Gallipolis City School District, Ohio||2013|2163||9638||5554||2365||5332||3552||1395||3926||463||585||254||675|
37|39|9700000US3904404|Garfield Heights City School District, Ohio||2013|3628||9318||6000||2106||4969||3878||1328||4001||629||531||239||751|
37|39|9700000US3904405|Geneva Area City School District, Ohio||2013|2570||8146||4868||2066||4783||3489||1275||2925||448||170||178||606|
37|39|9700000US3904406|Girard City School District, Ohio||2013|1691||9266||5374||2018||5611||3769||1334||3266||603||114||283||539|
37|39|9700000US3904407|Grandview Heights City School District, Ohio||2013|1080||14633||9663||3023||8860||6658||1708||5516||1829||854||310||760|
37|39|9700000US3904408|Winton Woods City School District, Ohio||2013|3447||11485||6875||2549||6755||4687||1664||4271||651||565||299||711|
37|39|9700000US3904409|Greenville City School District, Ohio||2013|2678||9257||5753||2228||6007||4126||1487||2972||522||392||154||684|
37|39|9700000US3904410|Hamilton City School District, Ohio||2013|9868||8714||5423||1862||5198||3452||1395||3079||666||595||143||338|
37|39|9700000US3904411|Heath City School District, Ohio||2013|1642||9092||4958||2012||5573||3391||1159||3191||393||185||475||504|
37|39|9700000US3904412|Hillsboro City School District, Ohio||2013|2646||8598||5419||1941||4913||3534||1147||3294||379||819||266||488|
37|39|9700000US3904413|Huron City School District, Ohio||2013|1482||10864||6252||2457||6428||4009||1377||3972||460||459||391||854|
37|39|9700000US3904414|Ironton City School District, Ohio||2013|1529||9017||5004||1902||4941||3141||1078||3673||415||309||402||402|
37|39|9700000US3904415|Jackson City School District, Ohio||2013|2417||8820||5424||1944||5320||3704||1221||3042||344||246||212||490|
37|39|9700000US3904416|Kent City School District, Ohio||2013|3524||12710||8214||3002||8228||5906||2042||4134||803||483||257||748|
37|39|9700000US3904418|Kettering City School District, Ohio||2013|7724||10790||6828||2756||5933||4143||1508||4464||951||830||132||564|
37|39|9700000US3904419|Lakewood City School District, Ohio||2013|5818||11427||7749||2445||7327||5373||1603||3850||772||658||133||473|
37|39|9700000US3904420|Lancaster City School District, Ohio||2013|5996||8974||5660||2029||4958||3736||1240||3547||558||717||225||537|
37|39|9700000US3904421|Lebanon City School District, Ohio||2013|5466||7531||4677||1825||4075||2939||999||3196||407||449||165||480|
37|39|9700000US3904422|Lima City School District, Ohio||2013|3863||9672||7012||2182||4702||4263||1219||4314||820||914||255||703|
37|39|9700000US3904423|Lockland Local School District, Ohio||2013|580||12752||6684||2386||6636||4455||1519||5550||640||526||1010||857|
37|39|9700000US3904424|Logan-Hocking Local School District, Ohio||2013|3987||9753||5668||2507||5281||3531||1388||3993||593||801||252||556|
37|39|9700000US3904425|London City School District, Ohio||2013|1965||8649||5282||1726||4828||3441||1060||3518||500||526||210||482|
37|39|9700000US3904426|Lorain City School District, Ohio||2013|6858||8586||6682||2303||3851||4401||1288||4232||652||1006||382||627|
37|39|9700000US3904427|Loveland City School District, Ohio||2013|4687||9350||5960||2136||5773||4109||1369||3279||574||294||146||520|
37|39|9700000US3904428|Madeira City School District, Ohio||2013|1446||11448||6872||2153||7241||5147||1536||4198||865||162||199||654|
37|39|9700000US3904429|Mansfield City School District, Ohio||2013|3663||12065||8130||3722||5364||5084||1998||6158||829||795||324||566|
37|39|9700000US3904430|Maple Heights City School District, Ohio||2013|3807||9451||5842||2232||5201||3840||1348||3758||462||573||260||636|
37|39|9700000US3904431|Mariemont City School District, Ohio||2013|1668||12182||6948||2159||7007||4977||1436||5016||810||833||239||709|
37|39|9700000US3904433|Marion City School District, Ohio||2013|4197||10076||6308||2552||5663||4276||1571||3869||682||717||248||690|
37|39|9700000US3904434|Martins Ferry City School District, Ohio||2013|1452||8884||4899||2530||5412||3329||1557||3012||404||401||240||495|
37|39|9700000US3904435|Massillon City School District, Ohio||2013|4001||9954||6092||2271||5852||4119||1442||3712||677||350||208||502|
37|39|9700000US3904436|Maumee City School District, Ohio||2013|2479||11534||7497||2628||7170||5269||1758||4015||534||386||280||696|
37|39|9700000US3904437|Mayfield City School District, Ohio||2013|4502||12838||8178||2936||6963||5107||1704||5597||980||970||111||697|
37|39|9700000US3904438|Medina City School District, Ohio||2013|7168||9303||5756||2143||5762||4114||1415||3250||506||424||231||475|
37|39|9700000US3904439|Miamisburg City School District, Ohio||2013|5542||8988||5599||2008||5501||3760||1273||3148||645||284||99||480|
37|39|9700000US3904440|Middletown City School District, Ohio||2013|6315||9505||5551||2070||4922||4159||1393||4096||705||710||268||461|
37|39|9700000US3904441|Mount Healthy City School District, Ohio||2013|3203||9199||5274||1835||4344||3692||1262||4306||705||762||300||431|
37|39|9700000US3904443|Napoleon Area City School District, Ohio||2013|1990||9931||5733||2111||5841||4075||1333||3708||533||674||193||550|
37|39|9700000US3904444|Nelsonville-York City School District, Ohio||2013|1285||9808||5570||2461||5609||3577||1316||3720||263||594||464||547|
37|39|9700000US3904445|Newark City School District, Ohio||2013|6218||9572||5841||2109||5664||3915||1303||3561||578||626||177||422|
37|39|9700000US3904446|New Boston Local School District, Ohio||2013|511||8726||5444||1732||4595||3303||1078||3681||407||703||366||667|
37|39|9700000US3904447|New Lexington City School District, Ohio||2013|1893||10527||5128||2646||6324||3536||1566||3659||591||302||141||766|
37|39|9700000US3904448|New Philadelphia City School District, Ohio||2013|2954||8971||5648||2026||5563||3896||1310||3111||562||378||322||507|
37|39|9700000US3904449|Niles City School District, Ohio||2013|2485||8679||5510||2101||5010||3587||1266||3210||381||450||234||727|
37|39|9700000US3904450|North Canton City School District, Ohio||2013|4634||9224||5849||2021||5349||3860||1209||3510||475||543||199||509|
37|39|9700000US3904451|North College Hill City School District, Ohio||2013|1611||8325||4924||1731||4855||3482||1164||2891||710||449||147||486|
37|39|9700000US3904452|North Olmsted City School District, Ohio||2013|4086||12514||8101||2949||7856||5564||1967||4264||1165||253||232||641|
37|39|9700000US3904453|North Ridgeville City School District, Ohio||2013|4116||7417||4649||1642||4390||3021||992||2772||421||481||108||409|
37|39|9700000US3904454|North Royalton City School District, Ohio||2013|4618||10273||6476||2557||6310||4389||1596||3700||637||496||172||572|
37|39|9700000US3904455|Norton City School District, Ohio||2013|2583||8220||5124||1958||4863||3396||1196||3023||280||465||185||424|
37|39|9700000US3904456|Norwalk City School District, Ohio||2013|2898||8366||5225||2027||4895||3509||1297||3108||382||687||251||495|
37|39|9700000US3904457|Norwood City School District, Ohio||2013|2073||11432||6993||2312||7284||5359||1673||3709||870||373||252||531|
37|39|9700000US3904458|Oakwood City School District, Ohio||2013|2102||11581||7389||2505||7786||5394||1765||3596||773||130||405||526|
37|39|9700000US3904459|Oberlin City School District, Ohio||2013|1023||13421||7919||2852||7661||4945||1727||5356||1058||553||427||943|
37|39|9700000US3904460|Oregon City School District, Ohio||2013|3778||10437||6110||2453||6380||4195||1461||3654||385||724||104||627|
37|39|9700000US3904461|Orrville City School District, Ohio||2013|1552||9689||6020||2200||6151||4321||1541||3105||492||305||224||668|
37|39|9700000US3904463|Parma City School District, Ohio||2013|11315||11031||7435||2633||6090||4719||1484||4631||1015||837||298||596|
37|39|9700000US3904464|Piqua City School District, Ohio||2013|3485||8975||4809||1880||5538||3203||1081||2970||296||624||257||402|
37|39|9700000US3904465|Port Clinton City School District, Ohio||2013|1726||11235||6927||2086||6556||4529||1199||4300||1073||184||258||619|
37|39|9700000US3904467|Princeton City School District, Ohio||2013|5379||13013||8313||2966||7456||5390||1750||5183||782||477||259||852|
37|39|9700000US3904468|Ravenna City School District, Ohio||2013|2769||9771||6142||2235||5670||4119||1358||3642||521||321||283||532|
37|39|9700000US3904469|Reading Community City School District, Ohio||2013|1609||9147||5270||1814||5847||4201||1351||2912||632||300||316||594|
