STNAM,FIPST,leaid11,leanm11,ALL_COHORT_1112,ALL_RATE_1112,MAM_COHORT_1112,MAM_RATE_1112,MAS_COHORT_1112,MAS_RATE_1112,MBL_COHORT_1112,MBL_RATE_1112,MHI_COHORT_1112,MHI_RATE_1112,MTR_COHORT_1112,MTR_RATE_1112,MWH_COHORT_1112,MWH_RATE_1112,CWD_COHORT_1112,CWD_RATE_1112,ECD_COHORT_1112,ECD_RATE_1112,LEP_COHORT_1112,LEP_RATE_1112
ARIZONA,04,0400079,Tucson Youth Development/ACE Charter High School,102,30-34,2,PS,,,5,PS,93,30-34,,,2,PS,13,LT50,89,30-34,7,LT50
ARIZONA,04,0400081,Presidio School,13,GE50,,,,,,,4,PS,,,9,GE50,,,9,GE50,,
ARIZONA,04,0400082,Colorado River Union High School District,500,74,9,GE50,6,GE50,7,GE50,167,65-69,,,299,75-79,54,60-69,255,70-74,5,PS
ARIZONA,04,0400083,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,464,28,11,LT50,3,PS,15,LT50,382,26,,,48,40-49,67,20-24,216,30-34,67,15-19
ARIZONA,04,0400094,Az-Tec High School,69,30-34,6,LT50,,,1,PS,55,30-39,,,4,PS,11,LT50,35,20-29,,
ARIZONA,04,0400095,Yuma Private Industry Council  Inc.,58,20-29,1,PS,,,2,PS,48,20-29,,,7,GE50,3,PS,39,30-39,,
ARIZONA,04,0400097,Northland Preparatory Academy,67,GE95,2,PS,1,PS,4,PS,6,GE50,,,53,GE90,4,PS,,,,
ARIZONA,04,0400099,Liberty High School,40,50-59,5,PS,,,1,PS,10,LT50,,,23,40-59,5,PS,15,LT50,,
ARIZONA,04,0400101,OMEGA SCHOOLS d.b.a. Omega Academy  Inc.,39,60-69,1,PS,,,3,PS,25,40-59,,,10,GE50,5,PS,35,60-69,,
ARIZONA,04,0400103,Ombudsman Educational Services  Ltd. a subsidiary of Educati,126,60-64,3,PS,2,PS,10,GE50,49,50-59,,,61,65-69,20,60-79,5,PS,,
ARIZONA,04,0400104,Global Renaissance Academy of Distinguished Education,10,GE50,,,1,PS,1,PS,,,,,8,GE50,2,PS,,,,
ARIZONA,04,0400106,Arizona Agribusiness & Equine Center  Inc.,57,GE90,,,2,PS,,,7,GE50,,,48,GE90,2,PS,6,GE50,,
ARIZONA,04,0400107,International Commerce Secondary Schools  Inc.,253,33,15,LT50,2,PS,22,40-59,166,25-29,,,42,40-49,5,PS,,,,
ARIZONA,04,0400108,Humanities and Sciences Academy of the United States  Inc.,125,30-34,11,LT50,2,PS,18,LE20,54,30-39,,,36,40-49,7,LT50,,,,
ARIZONA,04,0400112,American Leadership Academy  Inc.,25,60-79,,,,,1,PS,3,PS,,,18,60-79,3,PS,,,,
ARIZONA,04,0400121,Accelerated Learning Center  Inc.,85,80-84,,,1,PS,,,8,GE50,,,76,85-89,8,GE50,,,,
ARIZONA,04,0400124,Genesis Program  Inc.,51,11-19,1,PS,,,1,PS,44,11-19,,,3,PS,1,PS,44,11-19,1,PS
ARIZONA,04,0400125,Luz Academy of Tucson  Inc,31,GE90,,,,,3,PS,26,GE80,,,2,PS,8,GE50,14,GE50,,
ARIZONA,04,0400129,Accelerated Elementary and Secondary Schools,2,PS,,,1,PS,,,1,PS,,,,,,,2,PS,,
ARIZONA,04,0400130,American Heritage Academy,17,GE80,,,,,,,3,PS,,,14,GE50,,,,,,
ARIZONA,04,0400131,The Charter Foundation  Inc.,28,GE80,,,1,PS,3,PS,12,GE50,,,10,GE50,1,PS,17,GE80,,
ARIZONA,04,0400133,Employ-Ability Unlimited  Inc.,16,60-79,,,,,1,PS,7,GE50,,,8,GE50,2,PS,9,GE50,,
ARIZONA,04,0400134,BASIS School  Inc.,35,60-69,,,7,LT50,1,PS,4,PS,,,23,60-79,,,,,,
ARIZONA,04,0400142,E.Q. Scholars  Inc.,15,GE50,,,,,,,8,GE50,,,7,GE50,,,9,GE50,,
ARIZONA,04,0400144,Florence Crittenton Services of Arizona  Inc.,6,LT50,,,,,,,,,,,2,PS,,,6,LT50,,
ARIZONA,04,0400147,Ha:san Educational Services,50,70-79,40,60-69,,,,,10,GE50,,,,,11,GE50,36,60-69,,
ARIZONA,04,0400149,El Dorado Public Charter High School,53,20-29,1,PS,,,4,PS,39,20-29,,,9,LT50,7,LT50,48,20-29,1,PS
ARIZONA,04,0400153,Phoenix School of Academic Excellence The,29,40-59,2,PS,,,3,PS,17,40-59,,,7,GE50,1,PS,3,PS,1,PS
ARIZONA,04,0400154,Shonto Governing Board of Education  Inc.,31,60-69,30,60-79,,,,,,,,,1,PS,5,PS,,,,
ARIZONA,04,0400157,Sequoia Choice Schools  LLLP,200,30-34,17,LE20,4,PS,8,GE50,28,21-39,,,139,35-39,8,GE50,34,40-49,,
ARIZONA,04,0400159,Tucson Preparatory School,59,20-29,4,PS,,,3,PS,39,11-19,,,11,LT50,13,LT50,54,20-29,,
ARIZONA,04,0400160,Vision Charter School  Inc.,7,GE50,1,PS,,,,,4,PS,,,2,PS,2,PS,4,PS,,
ARIZONA,04,0400161,Westwind Children's Services,56,60-69,3,PS,,,11,GE50,19,60-79,,,23,40-59,8,LT50,34,60-69,,
ARIZONA,04,0400162,Vicki A. Romero High School,86,65-69,4,PS,,,3,PS,77,70-74,,,2,PS,1,PS,76,70-74,12,GE50
ARIZONA,04,0400163,Coconino County Regional Accommodation SD,143,50-54,77,45-49,,,2,PS,31,40-49,,,32,50-59,18,60-79,,,,
ARIZONA,04,0400192,Sonoran Desert School,36,50-59,1,PS,,,1,PS,4,PS,,,30,40-59,1,PS,18,40-59,,
ARIZONA,04,0400201,Pima County Board of Supervisors,65,25-29,7,LT50,,,4,PS,44,20-29,,,8,GE50,5,PS,62,25-29,6,LT50
ARIZONA,04,0400202,Academy of Tucson  Inc.,32,80-89,1,PS,1,PS,2,PS,8,GE50,,,19,60-79,2,PS,,,,
ARIZONA,04,0400204,Mountain Rose Academy  Inc.,133,45-49,2,PS,1,PS,3,PS,51,40-49,,,72,45-49,16,21-39,84,45-49,,
ARIZONA,04,0400207,Vechij Himdag Alternative School  Inc.,27,LE20,26,LE20,,,,,,,,,,,8,LT50,23,LE20,,
ARIZONA,04,0400211,Mary Ellen Halvorson Educational Foundation. dba: Tri-City P,48,GE90,,,1,PS,,,8,GE50,,,38,GE90,1,PS,,,,
ARIZONA,04,0400212,Benson Unified School District,105,85-89,4,PS,,,1,PS,21,GE80,,,79,85-89,17,60-79,38,80-89,,
ARIZONA,04,0400214,Shelby School The,2,PS,,,,,,,,,,,1,PS,,,,,,
ARIZONA,04,0400216,Precision Academy Systems  Inc,125,40-44,1,PS,2,PS,22,21-39,94,35-39,,,4,PS,9,GE50,89,40-44,11,LT50
ARIZONA,04,0400219,Career Success Schools,438,22,11,LT50,,,79,20-24,290,15-19,,,49,50-59,43,11-19,281,20-24,,
ARIZONA,04,0400223,Daisy Education Corporation dba Sonoran Science Academy,46,80-89,,,1,PS,1,PS,2,PS,,,37,80-89,,,11,GE50,,
ARIZONA,04,0400225,Horizon Community Learning Center  Inc.,95,GE95,1,PS,6,GE50,,,14,GE50,,,65,GE95,7,GE50,,,,
ARIZONA,04,0400231,James Madison Preparatory School,33,GE90,,,,,,,6,GE50,,,26,GE80,4,PS,,,,
ARIZONA,04,0400235,Excalibur Charter Schools  Inc.,6,GE50,,,,,,,,,,,6,GE50,1,PS,3,PS,,
ARIZONA,04,0400236,Mission Charter School  Inc.,154,15-19,,,,,7,LT50,140,20-24,,,5,PS,5,PS,103,25-29,3,PS
ARIZONA,04,0400238,Metropolitan Arts Institute  Inc.,53,GE90,1,PS,1,PS,3,PS,14,GE50,,,31,GE90,,,,,,
ARIZONA,04,0400241,Paragon Management  Inc.,31,GE90,,,,,2,PS,6,GE50,,,20,GE80,5,PS,10,GE50,,
ARIZONA,04,0400243,Skyline Schools  Inc.,61,75-79,14,GE50,,,3,PS,13,GE50,,,31,60-69,11,GE50,29,60-79,,
ARIZONA,04,0400244,Choice Education and Development Corporation - Sequoia Chart,45,50-59,,,1,PS,5,PS,24,40-59,,,15,GE50,3,PS,26,60-79,1,PS
ARIZONA,04,0400245,Choice Education and Development Corporation - Learning Cros,25,LE20,,,,,3,PS,,,,,14,LT50,4,PS,13,LT50,,
ARIZONA,04,0400248,Telesis Center for Learning  Inc.,10,GE50,,,,,,,5,PS,,,5,PS,,,3,PS,,
ARIZONA,04,0400254,Southern Arizona Community Academy  Inc.,81,45-49,3,PS,,,8,LT50,44,50-59,,,23,21-39,6,LT50,69,45-49,,
ARIZONA,04,0400256,MultiDimensional Literacy Corp.,1,PS,,,,,,,,,,,1,PS,,,1,PS,,
ARIZONA,04,0400259,Southgate Academy  Inc.,34,80-89,,,,,,,28,GE80,,,5,PS,10,GE50,31,80-89,2,PS
ARIZONA,04,0400261,Eastpointe High School  Inc.,118,40-44,2,PS,2,PS,15,LT50,46,30-39,,,49,50-59,20,40-59,,,,
ARIZONA,04,0400266,PACE Preparatory Academy  Inc.,41,40-49,,,,,2,PS,11,LT50,,,28,40-59,3,PS,28,21-39,,
ARIZONA,04,0400267,Kestrel Schools  Inc.,17,21-39,1,PS,,,,,4,PS,,,12,LT50,3,PS,11,LT50,,
ARIZONA,04,0400273,GAR  LLC dba Student Choice High School,94,35-39,3,PS,,,5,PS,39,30-39,,,47,40-49,4,PS,,,,
ARIZONA,04,0400274,AIBT Non-Profit Charter High School - Phoenix,146,10-14,8,LT50,3,PS,15,LT50,108,15-19,,,12,LT50,9,LT50,123,15-19,5,PS
ARIZONA,04,0400276,Academy with Community Partners  Inc,54,60-69,3,PS,,,5,PS,26,40-59,,,18,60-79,3,PS,40,70-79,2,PS
ARIZONA,04,0400278,Deer Valley Charter Schools  Inc.,16,GE80,,,,,1,PS,4,PS,,,10,GE50,2,PS,,,,
ARIZONA,04,0400280,Mohave Accelerated Learning Center,60,50-59,,,,,,,16,40-59,,,42,50-59,,,39,50-59,,
ARIZONA,04,0400281,Masada Charter School  Inc.,28,LE20,,,,,,,,,,,28,LE20,2,PS,20,LE20,,
ARIZONA,04,0400282,Harvest Power Community Development Group  Inc.,36,GE90,,,,,1,PS,34,GE90,,,1,PS,2,PS,26,GE80,,
ARIZONA,04,0400284,Omega Alpha Academy,17,40-59,,,,,,,17,40-59,,,,,4,PS,16,40-59,2,PS
ARIZONA,04,0400288,Premier Charter High School,89,80-84,,,,,8,GE50,73,85-89,,,6,GE50,3,PS,68,85-89,2,PS
ARIZONA,04,0400290,Pan-American Elementary Charter,9,GE50,,,,,,,9,GE50,,,,,1,PS,9,GE50,,
ARIZONA,04,0400295,Kingman Unified School District,469,78,15,LT50,4,PS,4,PS,93,80-84,,,345,78,59,80-89,241,70-74,4,PS
ARIZONA,04,0400297,Sierra Summit Academy,5,PS,,,,,,,,,,,4,PS,1,PS,1,PS,,
ARIZONA,04,0400303,North Star Charter School  Inc.,81,10-14,,,1,PS,9,LT50,53,LE10,,,16,21-39,5,PS,25,LE20,,
ARIZONA,04,0400311,E-Institute Charter Schools  Inc.,366,54,6,LT50,7,LT50,15,LT50,153,45-49,,,178,60-64,20,60-79,115,45-49,,
ARIZONA,04,0400312,Ira H. Hayes Memorial Applied Learning Center  Inc.,32,40-49,31,40-49,1,PS,,,,,,,,,7,LT50,21,40-59,,
ARIZONA,04,0400313,New Visions Academy  Inc.,38,20-29,1,PS,,,,,6,LT50,,,30,LE20,3,PS,28,21-39,,
ARIZONA,04,0400314,Developing Innovations in Navajo Education  Inc. (DINE  Inc.,7,LT50,7,LT50,,,,,,,,,,,,,,,,
ARIZONA,04,0400315,Yavapai Accommodation School District,52,30-39,1,PS,,,,,14,LT50,,,36,30-39,7,LT50,29,21-39,,
ARIZONA,04,0400321,Pinnacle Education-WMCB  Inc.,25,LE20,,,,,4,PS,10,LT50,,,11,LT50,7,LT50,,,,
ARIZONA,04,0400322,Desert Rose Academy Inc.,96,20-24,3,PS,,,4,PS,51,11-19,,,35,30-39,9,LT50,85,20-24,1,PS
ARIZONA,04,0400324,Arizona School for Integrated Academics and Technologies  In,239,3,13,LT50,,,37,LE10,129,LE5,,,43,LE10,9,LT50,,,13,LT50
ARIZONA,04,0400326,Success School,43,GE90,,,,,12,GE50,28,GE80,,,3,PS,6,GE50,35,GE90,1,PS
ARIZONA,04,0400327,Pointe Educational Services,100,GE95,1,PS,2,PS,1,PS,23,GE80,,,71,GE95,3,PS,24,GE80,,
ARIZONA,04,0400329,Primavera Technical Learning Center,662,73,19,40-59,16,60-79,23,60-79,144,60-64,,,451,78,26,GE80,262,65-69,,
ARIZONA,04,0400330,Compass High School  Inc.,170,25-29,7,LT50,,,15,LT50,68,15-19,,,74,30-34,43,20-29,,,,
ARIZONA,04,0400332,James Sandoval Preparatory High School,45,60-69,,,,,,,44,60-69,,,1,PS,5,PS,3,PS,,
ARIZONA,04,0400344,Pathways KM Charter Schools  Inc,16,40-59,3,PS,,,,,3,PS,,,10,LT50,3,PS,10,GE50,,
ARIZONA,04,0400352,American Charter Schools Foundation d.b.a. Estrella High Sch,181,45-49,1,PS,,,27,40-59,136,45-49,,,17,40-59,16,40-59,160,45-49,9,LT50
ARIZONA,04,0400353,American Charter Schools Foundation d.b.a. Peoria Accelerate,158,35-39,6,LT50,,,17,21-39,92,40-44,,,34,40-49,17,LE20,128,35-39,10,LT50
ARIZONA,04,0400354,American Charter Schools Foundation d.b.a. Sun Valley High S,161,40-44,5,PS,,,9,GE50,103,35-39,,,39,50-59,13,LT50,135,40-44,,
ARIZONA,04,0400355,American Charter Schools Foundation d.b.a. West Phoenix High,213,31,2,PS,,,9,GE50,194,25-29,,,6,GE50,30,40-59,199,30-34,26,LE20
ARIZONA,04,0400356,Nosotros  Inc,37,30-39,1,PS,,,,,36,30-39,,,,,5,PS,24,21-39,1,PS
ARIZONA,04,0400357,American Charter Schools Foundation d.b.a. Apache Trail High,82,40-44,1,PS,,,3,PS,25,40-59,,,53,30-39,7,LT50,38,30-39,1,PS
ARIZONA,04,0400363,SC Jensen Corporation  Inc. dba Intelli-School,53,40-49,1,PS,,,3,PS,22,21-39,,,26,40-59,8,GE50,38,40-49,,
ARIZONA,04,0400364,PAS Charter  Inc.  dba Intelli-School,172,15-19,6,LT50,,,16,LE20,77,10-14,,,67,20-24,24,21-39,120,10-14,,
ARIZONA,04,0400367,Pima Prevention Partnership dba Pima Partnership School  The,51,70-79,6,GE50,,,3,PS,32,70-79,,,8,GE50,8,GE50,41,70-79,3,PS
ARIZONA,04,0400368,Academy of Mathematics and Science  Inc.,5,PS,,,,,,,1,PS,,,4,PS,1,PS,3,PS,,
ARIZONA,04,0400373,Tucson International Academy  Inc.,7,GE50,,,,,1,PS,5,PS,,,1,PS,,,4,PS,2,PS
ARIZONA,04,0400381,Carpe Diem Collegiate High School,39,50-59,1,PS,1,PS,1,PS,17,40-59,,,19,40-59,,,21,40-59,,
ARIZONA,04,0400382,CPLC Community Schools dba Toltecalli High School,44,30-39,3,PS,,,,,40,30-39,,,1,PS,3,PS,36,40-49,1,PS
ARIZONA,04,0400383,Life Skills Center of Arizona  Inc. dba Life Skills Center o,87,6-9,3,PS,,,19,LE20,57,11-19,,,7,LT50,3,PS,3,PS,,
ARIZONA,04,0400384,American Charter Schools Foundation d.b.a. Desert Hills High,179,65-69,1,PS,5,PS,21,40-59,49,50-59,,,102,70-74,19,60-79,75,60-64,1,PS
ARIZONA,04,0400385,American Charter Schools Foundation d.b.a. Crestview College,88,25-29,,,,,4,PS,70,20-24,,,13,GE50,8,LT50,73,30-34,5,PS
ARIZONA,04,0400386,Summit Public Charter High School,97,20-24,2,PS,,,12,LT50,78,20-24,,,5,PS,12,LT50,86,20-24,16,LE20
ARIZONA,04,0400387,Tempe Accelerated Public Charter High School,72,25-29,14,LT50,6,GE50,5,PS,34,11-19,,,12,LT50,5,PS,59,20-29,2,PS
ARIZONA,04,0400388,Skyview Public Charter High School,45,50-59,1,PS,,,3,PS,21,21-39,,,18,60-79,4,PS,28,21-39,2,PS
ARIZONA,04,0400389,Maya Public Charter High School,193,20-24,8,LT50,5,PS,21,LE20,140,20-24,,,13,LT50,15,LT50,127,25-29,30,LE20
ARIZONA,04,0400391,Vista Charter School,4,PS,,,,,,,,,,,,,,,4,PS,3,PS
ARIZONA,04,0400394,Avondale Learning dba Precision Academy,11,GE50,,,,,,,11,GE50,,,,,,,11,GE50,,
ARIZONA,04,0400395,LEAD Charter Schools,22,GE80,,,1,PS,1,PS,2,PS,,,17,GE80,3,PS,7,GE50,,
ARIZONA,04,0400397,CAFA  Inc. dba Learning Foundation Performing Arts School,1,PS,1,PS,,,,,,,,,,,,,,,,
ARIZONA,04,0400398,Founding Fathers Academies  Inc,10,GE50,1,PS,,,,,2,PS,,,7,GE50,,,8,GE50,,
ARIZONA,04,0400401,New World Educational Center,27,21-39,,,,,3,PS,13,LT50,,,11,LT50,1,PS,9,LT50,,
ARIZONA,04,0400402,Cholla Academy,24,60-79,,,,,2,PS,12,GE50,,,10,GE50,5,PS,17,GE80,,
ARIZONA,04,0400405,Cornerstone Charter School Inc,33,80-89,9,GE50,1,PS,1,PS,10,GE50,,,12,GE50,4,PS,,,,
ARIZONA,04,0400407,Tucson Small School Project,41,80-89,2,PS,1,PS,,,11,GE50,,,25,GE80,9,GE50,18,60-79,,
ARIZONA,04,0400414,Academy of Building Industries  Inc.,43,60-69,,,,,,,11,LT50,,,32,70-79,6,GE50,33,60-69,,
ARIZONA,04,0400416,StarShine Academy,18,21-39,,,,,1,PS,9,LT50,,,8,LT50,1,PS,10,LT50,,
ARIZONA,04,0400417,Arizona Agribusiness & Equine Center  Inc,58,80-89,1,PS,2,PS,8,GE50,43,80-89,,,4,PS,5,PS,36,80-89,,
ARIZONA,04,0400419,Gila County Regional School District,72,35-39,20,21-39,1,PS,,,12,LT50,,,39,40-49,13,LT50,49,30-39,,
ARIZONA,04,0400420,Pillar Charter School,10,LT50,5,PS,,,,,,,,,1,PS,1,PS,4,PS,,
ARIZONA,04,0400421,Esperanza Community Collegial Academy,23,LE20,,,,,,,23,LE20,,,,,,,13,LT50,10,LT50
ARIZONA,04,0400423,Legacy Education Group,35,50-59,,,,,1,PS,9,LT50,,,22,60-79,1,PS,20,60-79,,
ARIZONA,04,0400426,Arizona Agribusiness & Equine Center  Inc.,33,GE90,,,2,PS,,,1,PS,,,29,GE80,3,PS,1,PS,,
ARIZONA,04,0400427,Arizona Connections Academy Charter School  Inc.,105,40-44,1,PS,3,PS,3,PS,21,40-59,,,72,35-39,13,LT50,48,20-29,,
ARIZONA,04,0400429,Country Gardens Charter Schools,21,GE80,,,,,6,GE50,8,GE50,,,7,GE50,3,PS,5,PS,,
ARIZONA,04,0400432,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,365,27,12,LT50,4,PS,18,21-39,77,15-19,,,251,30-34,55,20-29,227,15-19,,
ARIZONA,04,0400434,Santa Cruz County Regional School District,8,LT50,,,,,,,8,LT50,,,,,1,PS,4,PS,,
ARIZONA,04,0400440,Chandler Preparatory Academy,65,GE95,,,7,GE50,2,PS,8,GE50,,,48,GE90,1,PS,,,,
ARIZONA,04,0400444,Prescott Valley Charter School,22,GE80,,,,,1,PS,3,PS,,,18,GE80,2,PS,12,GE50,,
ARIZONA,04,0400447,American Charter Schools Foundation d.b.a. South Ridge High,67,GE95,,,2,PS,8,GE50,50,GE90,,,6,GE50,4,PS,55,GE90,1,PS
ARIZONA,04,0400450,Agua Fria Union High School District,1614,82,16,GE80,87,80-84,190,75-79,654,79,,,645,86,120,60-64,50,50-59,17,21-39
ARIZONA,04,0400520,Ajo Unified District,30,60-79,8,GE50,1,PS,,,17,GE80,,,4,PS,1,PS,4,PS,,
ARIZONA,04,0400608,BASIS School  Inc.,25,GE80,,,12,GE50,,,,,,,13,GE50,,,,,1,PS
ARIZONA,04,0400611,Career Success High School - Mesa,35,20-29,,,,,5,PS,21,LE20,,,9,LT50,4,PS,10,LT50,,
ARIZONA,04,0400614,MCCCD on behalf of Phoenix College Preparatory Academy,23,60-79,,,,,4,PS,14,GE50,,,4,PS,,,,,,
ARIZONA,04,0400617,Montezuma Public Charter Middle School,16,LE20,,,,,1,PS,,,,,5,PS,1,PS,8,LT50,,
ARIZONA,04,0400618,American Charter Schools Foundation d.b.a. South Pointe High,103,40-44,2,PS,,,25,40-59,70,35-39,,,2,PS,11,LT50,94,40-44,3,PS
ARIZONA,04,0400619,American Charter Schools Foundation d.b.a. Alta Vista High S,117,70-74,2,PS,,,1,PS,111,70-74,,,3,PS,9,GE50,104,70-74,7,LT50
ARIZONA,04,0400620,Pinnacle Education-Mesa  Inc.,30,LE20,3,PS,,,2,PS,19,LE20,,,6,LT50,2,PS,,,,
ARIZONA,04,0400621,Pinnacle Education-Tempe  Inc.,416,18,17,LE20,8,LT50,34,11-19,165,10-14,,,191,25-29,34,20-29,,,,
ARIZONA,04,0400625,Pinnacle Education-Kino  Inc.,18,LE20,,,,,,,18,LE20,,,,,1,PS,,,1,PS
ARIZONA,04,0400626,Pinnacle Education-Casa Grande  Inc.,44,20-29,4,PS,,,5,PS,25,LE20,,,9,LT50,3,PS,,,,
ARIZONA,04,0400632,Cochise Community Development Corporation,30,GE80,1,PS,2,PS,7,GE50,5,PS,,,15,GE50,3,PS,10,GE50,,
ARIZONA,04,0400633,Canyon Rose Academy  Inc.,120,40-44,4,PS,,,7,LT50,49,20-29,,,52,50-59,7,GE50,86,35-39,2,PS
ARIZONA,04,0400636,Blueprint Education,156,25-29,1,PS,5,PS,17,21-39,95,25-29,,,34,20-29,9,LT50,59,30-39,1,PS
ARIZONA,04,0400640,Choice Education & Development Corp. - Sequoia School for th,7,LT50,,,1,PS,1,PS,,,,,3,PS,7,LT50,4,PS,,
ARIZONA,04,0400641,Edkey  Inc. - Sequoia Ranch School,20,40-59,,,,,2,PS,6,LT50,,,12,GE50,,,8,GE50,,
ARIZONA,04,0400650,Integrity Education Incorporated,7,LT50,,,,,,,,,,,5,PS,,,4,PS,,
ARIZONA,04,0400653,Choice Education and Development Corporation dba Arizona Con,49,GE90,1,PS,2,PS,3,PS,7,GE50,,,35,GE90,1,PS,17,GE80,,
ARIZONA,04,0400655,Veritas Preparatory Academy,48,GE90,,,,,1,PS,1,PS,,,43,GE90,2,PS,,,,
ARIZONA,04,0400656,RSD Charter School  Inc.,100,35-39,2,PS,,,7,LT50,44,50-59,,,47,30-39,6,GE50,43,40-49,4,PS
ARIZONA,04,0400680,Amphitheater Unified District,1153,85,10,GE50,38,80-89,34,70-79,348,77,,,708,90,133,65-69,280,70-74,22,LE20
ARIZONA,04,0400720,Antelope Union High School District,77,70-74,1,PS,,,1,PS,58,60-69,,,15,GE50,8,GE50,56,70-79,,
ARIZONA,04,0400747,Scottsdale Preparatory Academy,19,GE80,,,3,PS,,,2,PS,,,14,GE50,,,,,,
ARIZONA,04,0400757,Mesa Preparatory Academy  Inc.,28,GE80,,,1,PS,2,PS,3,PS,,,22,GE80,1,PS,,,,
ARIZONA,04,0400760,Glendale Preparatory Academy,22,GE80,,,,,,,3,PS,,,18,GE80,,,,,,
ARIZONA,04,0400770,Imagine Prep Surprise  Inc.,23,GE80,,,3,PS,1,PS,2,PS,,,17,GE80,2,PS,6,GE50,,
ARIZONA,04,0400771,Blue Adobe Project,18,40-59,1,PS,,,,,4,PS,,,13,GE50,1,PS,,,,
ARIZONA,04,0400776,Daisy Education Corporation dba Sonoran Science Academy - Ph,7,GE50,,,,,3,PS,,,,,4,PS,,,3,PS,1,PS
ARIZONA,04,0400783,Imagine Prep Superstition  Inc.,27,60-79,,,,,,,9,GE50,,,18,GE80,2,PS,19,GE80,,
ARIZONA,04,0400785,AZ Compass Schools  Inc.,7,GE50,4,PS,,,,,1,PS,,,2,PS,,,3,PS,,
ARIZONA,04,0400790,Apache Junction Unified District,360,78,4,PS,4,PS,4,PS,67,80-84,,,268,75-79,43,60-69,156,65-69,2,PS
ARIZONA,04,0400796,CAFA  Inc. dba Learning Foundation and Performing Arts Alta,6,GE50,,,,,,,3,PS,,,3,PS,3,PS,6,GE50,,
ARIZONA,04,0400803,CAFA  Inc. dba Learning Foundation and Performing Arts Gilbe,10,GE50,,,2,PS,1,PS,1,PS,,,6,GE50,1,PS,2,PS,,
ARIZONA,04,0400811,Ombudsman Educational Services  LTD  a subsidiary of Educati,134,45-49,15,LT50,,,7,LT50,95,45-49,,,17,60-79,21,60-79,9,GE50,4,PS
ARIZONA,04,0400813,Camp Verde Unified School District dba South Verde Technolog,48,50-59,5,PS,,,,,18,21-39,,,23,60-79,6,LT50,19,21-39,,
ARIZONA,04,0400814,CPLC Community Schools dba Hiaki High School,27,21-39,27,21-39,,,,,,,,,,,2,PS,22,21-39,,
ARIZONA,04,0400816,Educational Options Foundation,49,20-29,,,,,4,PS,20,LE20,,,22,21-39,3,PS,19,21-39,,
ARIZONA,04,0400820,Compass Points International  Inc,27,GE80,,,1,PS,,,3,PS,,,23,GE80,3,PS,2,PS,,
ARIZONA,04,0400821,Pima Prevention Partnership,44,20-29,,,,,3,PS,39,20-29,,,1,PS,2,PS,40,20-29,,
ARIZONA,04,0400823,Mission Heights Preparatory Public Charter High School,20,21-39,1,PS,,,4,PS,11,LT50,,,4,PS,,,13,LT50,,
ARIZONA,04,0400828,Arizona Agribusiness & Equine Center  Inc,9,GE50,1,PS,1,PS,,,4,PS,,,3,PS,,,,,,
ARIZONA,04,0400838,Arizona Agribusiness & Equine Center INC,1,PS,,,,,,,,,,,1,PS,,,,,,
ARIZONA,04,0400839,Pima Rose Academy  Inc.,78,15-19,3,PS,,,,,69,10-14,,,6,GE50,10,LT50,70,15-19,3,PS
ARIZONA,04,0400910,Ash Fork Joint Unified District,25,60-79,,,,,,,8,GE50,,,17,60-79,7,GE50,13,GE50,,
ARIZONA,04,0401000,Bagdad Unified District,23,GE80,,,,,,,6,GE50,,,17,GE80,2,PS,8,GE50,,
ARIZONA,04,0401160,Bicentennial Union High School District,39,70-79,,,,,,,18,60-79,,,19,60-79,9,GE50,33,70-79,1,PS
ARIZONA,04,0401180,Bisbee Unified District,92,70-74,1,PS,1,PS,2,PS,60,70-79,,,28,60-79,12,LT50,49,70-79,,
ARIZONA,04,0401230,Blue Elementary District,1,PS,,,,,,,,,,,1,PS,,,,,,
ARIZONA,04,0401330,Bowie Unified District,5,PS,,,,,,,4,PS,,,1,PS,1,PS,4,PS,,
ARIZONA,04,0401410,Buckeye Union High School District,766,86,12,GE50,17,GE80,48,70-79,330,83,,,357,90,78,85-89,324,85,6,LT50
ARIZONA,04,0401460,Sierra Vista Unified District,557,87,7,GE50,27,GE80,62,80-84,127,80-84,,,314,90,56,70-79,131,75-79,2,PS
ARIZONA,04,0401600,Camp Verde Unified District,102,90-94,7,GE50,1,PS,,,23,60-79,,,71,90-94,18,GE80,53,80-89,2,PS
ARIZONA,04,0401740,Casa Grande Union High School District,775,76,51,50-59,17,GE80,39,70-79,411,75,,,240,80-84,90,50-54,465,71,8,GE50
ARIZONA,04,0401760,Catalina Foothills Unified District,413,95,25,GE80,25,GE80,8,GE50,64,85-89,,,286,GE95,24,GE80,20,60-79,1,PS
ARIZONA,04,0401810,Cedar Unified District,29,21-39,28,21-39,,,,,,,,,,,7,LT50,,,,
ARIZONA,04,0401870,Chandler Unified District,2606,93,32,GE90,229,GE95,226,85-89,609,89,,,1505,94,231,80-84,640,86,18,60-79
ARIZONA,04,0401940,Chinle Unified District,290,47,287,45-49,,,,,,,,,1,PS,49,50-59,23,LE20,20,40-59
ARIZONA,04,0402110,Clifton Unified District,1,PS,,,,,,,,,,,,,,,,,,
ARIZONA,04,0402320,Coolidge Unified District,324,72,35,60-69,4,PS,34,70-79,137,70-74,,,114,75-79,35,60-69,182,70-74,3,PS
